text,label
客户反映该车副驾驶座椅靠背不能正常调节。经我店维修人员检查该车故障确实存在，在调节座椅靠背时发现靠背右侧不动，但靠背左侧能调节。,0.85
气囊灯亮，经检测是时钟弹簧故障导致，更换后故障排除,0.81
经过检查发现该车前风窗上密封条开裂，更换前风窗上密封条。,0.83
客户反映该车在行驶过程中底盘异响，经检查发现属前传动轴总成损坏而引起，更换前传动轴总成，故障解除。,0.62
客户反应时速80以上踩刹车抖，经维修技师测量前轮刹车盘跳动值，刹车盘厚度差值较大，因此造成刹车抖动，更换左右前轮制动盘。,0.72
.客户进店反映车辆门框胶条脱落，检查前门密封条-左变形故更换左前门密封条,0.83
客户反应车辆尾灯漏水，经售后技师检测故障存在需要更换，详情见附件,0.75
车辆的半轴油封总成漏油，更换半轴油封总成之后故障排除。,0.64
客户进店反应后烟灰缸总成开闭不良，技师检查后烟灰缸总成内部弹簧不良。,0.83
车辆进站检查喷水壶接口处开裂，检查配件外观无损伤，检查故障为配件质量原因导致，检查更换处理。,0.81
车主反映行驶时右前轮晃动，经查、上控制臂总成-右间隙过大属于质量原因，需更换,0.71
车辆行驶至颠簸路面时方向盘内部发出异响。经技师检查发现为车辆中间轴滑动花键进入异物，引起异常磨损，产生异响。需更换动力转向中间轴总成。,0.67
客户反映使用车辆打方向时底盘有异响嗒嗒嗒声音，经检查为动力转向器总成故障导致异响故障。,0.69
前制动盘材质不良导致60迈以上踩刹车车身抖动，跳动量数据均已超标 分别为6和7，需更换制动盘后故障可排除,0.73
后保险杠面板左后翘起.维修技师检查确定是后杠面板变形导致.更换后杠面板后故障排除,0.84
车辆左前门内拉手开启拉线变形导致车门开启困难，更换后故障消失。,0.85
车辆行驶中突然熄火。经技师检查发现为车辆燃油泵不保压。需更换油泵总成。,0.16
材质原因，右后门外拉手漆面自然脱落，需更换。,0.87
车辆雨天两前门漏水，检查为两前门边及门框密封条密封不良导致，更换后故障排除。,0.83
顾客反映，着不了车，经维修技师检测，电池不存电，需更换蓄电池总成。,0.25
车主反映该车开启空调后，空调压缩机供电保险丝瞬间烧蚀，根据2019.1.18日下发城市恋人版下发发动机线束排查的通知需更换压缩机,0.78
该车行驶时前左右顶盖有异响，经过检查发现是左右顶盖上密封垫磨损严重，填充密封垫后异响消失，车辆行驶一段时间后异响又出现添加密封垫后故障没有消失，密封垫无单独配件，更换顶盖。,0.76
车辆行驶中踩刹车、倒车时底盘异响，加装扭力杆胶套后故障排除。,0.68
前门电动玻璃升降器-左无法升降经查是前门电动玻璃升降器-左内部故障导致拆装更换前门电动玻璃升降器-左,0.82
客户反映牙包漏油。检查：配件网外观未发现刮痕，碰撞等痕迹，判断需更换主齿油封。,0.54
客户反映车辆左前门升降器有时无法使用，到店后经技师检查确定是其升降器本身材质问题导致，无法维修，更换消除,0.82
客户反映档位不好挂，检查是换档面板内软垫材质不良导致换档手球故障，更换自动换档面板总成及自动换挡手球总成后故障排除。,0.73
客户反应车辆防冻液丢失，漏水，行驶时后面有异响声，经检查为水泵旁进水管松动导致，拆装水泵进水管漏水处打密封胶处理，加注防冻液后试车故障排除。,0.68
客户反应右后门玻璃升降时异响，维修技师检查为升降器故障导致，更换后故障排除。,0.83
客户反应右前半轴渗油，检查发现为半轴油封密封不良导致渗油，更换右前半轴油封总成,0.69
客述车辆左侧后视镜无法折叠，实车测试发现为后视镜折叠电机故障导致锁车后后视镜无法折叠。更换后测试故障排除，,0.84
检查发现发动机线束与空调箱固定螺栓相互破损导致线束破损，（见附件）申请更换发动机线束。,0.13
客户正常行驶在高速时反应驾驶位出热风，到店检查时空调继电器有问题，需更换机舱电器盒总成,0.73
客户反应手刹放不下，维修技师检查为拉线故障导致，更换后故障排除。,0.65
用户反映：车辆在正常行驶时，右后门车窗偶发性开闭失灵。经检查为后门线束-右导致。更换新件后故障消失。,0.82
客户反映车辆暖风不出热风，进店检查更换温度循环伺服电机，故障消除。,0.7
"转向机内部故障,打转向时有旷量间隙大，异响，更换转向器",0.69
车主反映方向盘上音量开关不好用，经查、时钟弹簧内部短路属于质量原因，需更换,0.85
客户来店反映车辆打方向异响，经检查发现为转向中间轴处异响，建议更换转向中间轴总成，望老师批准（该车在加装防尘塞已售车辆范围内，按通知说明，加装防尘塞对异响车辆无效）,0.65
发动机漏防冻液，经技师检修发现燃油液体加热器内部水套开裂漏防冻液。需更换液体加热器总成。,0.69
经技师检查左前倒车镜进水，需更换左外后视镜,0.81
车辆ABS故障灯亮起，解读故障码为：C003A08（轮速传感器，右后：信号故障），判断为后轮速传感器总成-右损坏，更换后轮速传感器总成-右故障排除。,0.83
客户反应左前门从里面无法打开，经技师检测左前门内拉手开启拉线断开，更换左前门内拉手开启拉线。,0.85
行驶60迈以上踩刹车方向盘抖，经检查测量属刹车盘不平导致，需更换前刹车盘一对,0.74
客户到店告知车辆行驶颠簸路面时异响严重，经我店维修技师试车检查，确定故障为动力转向中间轴与方向机连接处间隙过大导致，给予客户更换动力转向中间轴总成,0.69
客户反应左前轮毂有油渍，维修技师检查为轮毂油封损坏导致，更换后故障排除。,0.69
前门锁体总成-右内部损坏导致功能失效造成右前门打开时仪表也不提示车门已打开，更换前门锁体总成-右，故障排除。,0.84
车主报修其车辆仪表显示发动机故障灯常亮，需要检查！,0.42
客户反映左右后防空灯生锈，无外伤，需更换左右后防空灯,0.8
车辆的左前门玻璃升降器不能升降，更换左前门线束之后故障排除。,0.82
客户反映空调不工作，检查发现压缩机排气管泄露，建议更换空调排气管总成,0.71
客户反应防侧滑灯偶尔亮，经过技师检查是CAN总线SAS超时，诊断为ESP模块故障，申请更换ESP模块排除故障。,0.8
车辆正常行驶时发现变速箱噪音大，异响，拆检变速箱发现是链条断裂，建议索赔更换变速箱链条,0.79
该车增压器连接管一侧卡箍紧固处破裂漏油，材质不良所致，需更换,0.67
客户反应玻璃升降有异响，经过技师检查故障存在，诊断是前门电动玻璃升降器故障，更换前门电动玻璃升降器排除故障,0.81
车辆左后门从内无法打开，经拆检确认为左后门内扣手拉线固定处断裂导致拉线无法固定造成车门无法打开，属于材质硬度差，更换左后门内扣手故障消失。,0.83
客户来店反桥映后桥有渗油现象，维修人员检查判断为后桥与主减速器连接处密封不良导致，建议做打胶处理。,0.71
车主报修其车辆左前门密封条一关车门便挤出！,0.82
本车辆客户反应左前门框密封条有损坏，经维修师傅检查判断属于配件质量原因导致，无法修复，建议更换前门框下密封条。,0.83
车辆遥控不能用，经检测遥控钥匙故障，更换遥控钥匙,0.86
客户反映加速时发动机舱异响，技师检查无故障码为增压器故障导致，更换增压器故障解除。,0.69
顾客反应底盘漏油。经吊起检查发现回油管软管与接头处有漏油现象，更换动力转向回油管后故障排除。,0.68
该车打着车时发动机发生异响，经维修技师检测发电机皮带去下打着车没有异响，检查为发电机异响。更换发电机故障排除。望老师批准 谢谢,0.16
客户反应该车右后门玻璃不能升降，经检查发现该车右后门线束总成裂开（附照片）更换右后门线束总成后故障排除,0.82
车辆发电机发电量过大，有时发电量会达到15V已超过正常值。需更换发电机总成。,0.11
车主报修其车辆左侧外后视镜转向灯内进水产生水珠！,0.85
右后门线束磨损断裂，更换右后门线束，故障排除,0.67
客户反应行车50到80时速方向盘抖动严重，检查为前制动盘磨损不均匀导致，更换前制动盘,0.71
客户反应冷却液经常少，检查发现冷却液从副水壶盖渗出来，判断为副水箱盖密封不良导致，更换副水箱盖,0.72
车辆行驶到110迈左右时候车身抖动，左右前制动盘磨损，需要更换左右前制动盘，更换之后故障排除。,0.71
热车后，离合发软，挂档困难，经检查离合器盖及压盘总成材质问题导致压盘发软，压盘压爪不平，更换,0.48
车主反映蓝牙列表了不能存储以往配对过手机、每次都得手动搜索重新连接，经查、导航+MP5主机内部故障属于质量原因，申请更换,0.73
车辆左前门和背门外拉手掉漆，检查确认属于配件喷涂不良导致漆面脱落，更换后故障消失。,0.85
客户反应车子行驶中底盘有异响，维修人员检查确认右轮毂外轴承存在异响，替代更换处理,0.67
左、右前门外手柄表面镀层剥落，材质工艺问题，更换左、右前门外手柄总成处理,0.86
车辆空调不制冷，检查发现是车辆的保险丝盒总成烧坏，建议索赔更换机舱保险丝盒,0.71
此车辆坡度仪漏油，检查为坡度仪由于材质不佳密封不良漏油所致，更换坡度仪故障排除。,0.68
该车辆行驶80左右的时候车身就会出现明显的震动现象，需更换后传动轴，故障现象已经解决,0.72
1.车辆行驶时底盘异响，技师确认故障存在。2.技师检查发现前传动松动，技师判断是由于传动轴内部故障引起的。3.更换新的前传动轴总成故障排除。,0.71
客户反映车子电瓶漏液，维修人员检查确认蓄电池存在漏液现象且上面固定螺栓、支架均已腐蚀、生锈。该车需更换蓄电池总成、蓄电池上固定支架、蓄电池固定螺栓。,0.32
车子进店反映ESP故障灯，经维修技师检测发现右后轮速传感器故障，更换轮速传感器,0.75
车辆行驶到颠簸路面时底盘异响，停车后左右转动方向时发现转向中间轴异响明显，更换动力转向中间轴总成后故障排除,0.69
客户反映车辆空调不制冷，经维修技师检查为压缩机总成密封不严导致漏氟，更换压缩机总成添加制冷剂。,0.73
车主报修其车辆前雨刮器工作时卡顿、不顺畅，需要检查！,0.82
右前门外手柄掉漆，更换右前门外手柄总成后故障消除,0.87
该车辆空调不凉，查为冷凝器出液管总成密封不良导致漏氟，需更换冷凝器出液管总成后重新打压加氟后故障排除。,0.72
该车走不平路面时前部异响，我站维修技师检查为稳定杆故障，更换稳定杆一套后试车，故障排除。,0.76
发电机材质不良导致电瓶灯报警，需更换发电机组件。,0.48
客户来店检测车辆发现左吊臂断裂，技师检查是左吊臂问题，更换后故障排除,0.78
客户打开空调发现水温过高，电子风扇不会转，经技师检查为电子风扇故障，更换电子风扇后故障消失。,0.74
该车在120以上踩刹车时车身及方向盘抖动。检查前制动片无变形无异常。判定是前制动盘变形故障,0.71
右外后视镜内部故障导致转向灯不亮，更换后故障排除,0.79
启动车是呲啦响，经检测是起动机齿轮磨损导致需更换起动机总成,0.41
客户到店告知车辆行驶时方向盘抖动严重，经我店维修技师检查，系方向管柱故障导致，给予客户更换,0.71
客户到店后反映车辆右后门把手掉漆，经技术人员检查无人为破坏痕迹，需更换右后门把手,0.85
启动发动机时发现起动机无反应，经检查属于起动机内部电路接触不良，轻轻敲击起动机可以运转。,0.42
车辆左前门玻璃无法升降，拆检发现为左前门玻璃升降器上玻璃固定滑块与滑道间隙不良导致滑块卡死，更换后故障消失。,0.8
客户来电反映：车辆方向打不动，不能行驶，要求我站外出救援。我站派维修技师外出救援，经检查由于转向助力泵漏油所导致车辆缺少助力油，故车辆方向打不动。更换动力转向助力泵，添加转向液，故障排除。,0.31
车辆ABS灯亮，检查故障码为C003708：轮速传感器左后信号故障超出范围，丢失，噪声，间歇。检查线路连接正常，判断为传感器功能故障导致，更换后故障消失。,0.69
该用户反映该车行驶时左前轮有异响，经我服务站维修师检查由于左前轮轮毂轴承异常磨损造成的，属于质量问题，更换后故障排除,0.98
经检查该车辆怠速时发出的“哒哒”声为发电机皮带起毛所导致，更换发电机皮带，故障排除。,0.68
行驶80迈以上踩刹车方向盘抖动，经检查是由于制动盘故障导致，更换新的制动盘处理后问题解决。,0.21
客户反应该车打不着车，告知客户充电12小时后再试，故障依旧，经检查发现该车电瓶亏电，静态放电流为15.98mA，电瓶检测仪检测需更换电瓶，更换电瓶后故障排除,0.18
客户反映车辆底部有漏油现像，经过检测车辆分动器漏油，此车分动器已经来站密封处理过几次漏油了，仍不能解决问题，经排查需得更换前壳体重新密封排除故障。,0.71
安全气囊故障灯亮，故障码B1046：驾驶员安全气囊1级阻值过高，检查为时钟弹簧故障,0.75
用户反映：车辆在正常行驶时，底盘有异响。经检查为中间轴导致异响。更换新件后故障排除。,0.69
客户反映发动机皮带轮松，技师检查为皮带涨紧器松旷导致，调整无效，更换后故障解除。,0.81
该车走不平路副驾异响，我站维修技师检测为座椅内部故障，更换乘客座椅工艺合件后试车，故障排除。,0.84
客户反映该车行驶时分动箱异响，经维修技师检查故障确实存在，多次试车依然存在异响，将车辆举起来转动发现分动箱内部有明显异响声，判定属分动箱总成自身故障而引起。申请更换分动箱解除故障。,0.71
该车辆的变速箱提速困难，需更换变速箱总成，故障现象已经解决,0.68
客户反映车辆怠速时机舱时不时的有异响声传出，经过技师检查试车，异响声是电子真空泵发出的，更换后故障排除。,0.65
车辆左外后视镜转向灯光暗淡，不明亮。经技师检查发现为车辆左外后视镜转向灯故障。需更换左外后视镜总成。,0.79
客户反映仪表显示传感器丢失，经检查为胎压监测接收器故障，无法修复只有更换。,0.71
车辆行驶60迈以上踩下制动踏板车辆方向抖动严重，检查为制动盘故障，申请更换制动盘排除故障。,0.73
该车行驶中底盘异响，我站维修技师检查为传动链条异响，需更换链条处理,0.69
该车辆正常行驶打转向异响，外出试车确认故障真实存在，内部转向轴无变形，确认为转向中间轴间隙不良，导致转向异响，需更换后故障排除。,0.67
车主反映主驾驶座椅异响，经查、驾驶员座椅工艺合件内部滑道间隙过大导致异响，座椅螺丝以紧固故障没有排除，申请更换,0.83
车辆正常行驶时突然熄火，加油无动力。经技师检查发现为车辆燃油泵总成泄压严重。需更换燃油泵总成。,0.26
该车辆的多媒体后视镜总是出现明显的花屏现象，忽隐忽现的出现，需更换多媒体后视镜，故障现象解决,0.75
车辆的显示屏黑屏。已经开启主机，却无法正常开机，检查车辆的线路无故障，主机正常通电，检查发现是主机故障，导致车辆的屏幕黑屏，建议索赔更换主机,0.73
该车辆的仪表总是出现ESP故障灯亮，检查发现是因为ESP模块报出故障码（C019604横摆角速度系统错误），电脑消除不了故障码，需更换ESP ，股脏解决,0.77
该用户反映该车右前门手柄掉漆，经我服务站维修师检查由于右前门外手柄喷漆不良造成的，属于质量问题,0.86
该车行驶时发动机舱内有异响，检查发电机故障导致异响，更换后故障排除,0.31
客户反映车辆空调不制冷，经技师检查空调压缩机不工作，根据技术通讯进行排查发现该车发动机线束为辽宁天海厂家，不在升级范围内，检查发现该线束需要调换，,0.71
车辆储物盒无法扣死，检查为储物盒本身质量问题导致变形，折断。更换储物盒排除故障。,0.86
客户到店告知转向时有异响，经我店维修技师试车后确定为转向管柱故障导致，给予客户更换转向管柱总成,0.7
客户反映车辆左后门玻璃升降无法正常使用，经检查为左后门玻璃升降故障，更换后故障解除。,0.82
气门室盖漏油，经检查发现因气门室罩外密封垫密封不良导致。,0.79
左前门线束总成，车辆怠速或行驶时，车门关不严锁不上更换左前门线束总成排除故障,0.73
左前门玻璃无法升降，左前门线束部分断裂，更换处理,0.83
该车中央扶手处驾驶辅助开关卡滞不回弹，拆卸重新安装后故障没有消失，更换驾驶辅助开关。,0.82
客户反应左前门玻璃无法升降，车门显示未关闭，经检查左前门线束故障，更换后故障排除,0.83
客户反映车辆玻璃升降时异响，到店后经技师检查确定是其升降器故障导致，无法维修，更换消除,0.82
用户反映：车辆后备门不能正常开关，经检查尾门内手柄总成故障导致。更换新件后故障排除。,0.81
两前制动盘表面不平整导致车辆时速达到80公里以上制动时方向盘抖动，更换后故障排除,0.73
客户做首保进店时仪表安全气囊灯闪消除不了，检查安全气囊控制器故障，更换安全气囊控制器解决。,0.74
客户来店反映车子空调不制冷，维修人员检查确认机舱电器盒里面的压缩机继电器故障，导致空调不制冷。替代更换后故障排除。,0.74
客户反应车子40-50码踩刹车方向盘抖的厉害，维修人员检查确认系左右前制动盘本体存在故障，左右最大跳动量分别为0.05、0.14，左右制动盘厚度差分别为0.03、0.05。需更换左右前制动盘。,0.71
客户来电反应车辆无法启动，需要救援，技师救援后检测燃油泵不工作导致，判定为燃油泵故障，更换燃油泵后故障排除,0.61
客户反应遥控器钥匙无法自动弹出，维修技师检查为内部卡滞导致，更换后故障排除。,0.75
车辆进站检查储物盒盖内部盖板断裂，检查故障为配件质量原因导致，检查更换处理。,0.84
客户反映左右打方向嗒嗒异响，检查发现为动力转向中间轴总成内部松旷导致异响发生，更换后试车故障排除。,0.69
客户进厂反映右前门，右后门，背门门把手有掉漆现象，经技师检查非人为损坏，属于质量原因，确认为门把手故障，更换后故障排除。,0.86
车辆进站检查起动机启动时有异响，检查起动机外观无损伤，检查故障为起动机自身工作不良导致，检查更换起动机处理。,0.66
我站技师首先用解码仪进入ECM系统，读取故障码为B114C13含义是右转向灯开路，根据故障码对右转向灯电路进行检查时发现右后尾灯输出线内部故障。进行更换，更换后故障排除,0.76
发电机不发电，经检查发现因发电机内部质量问题导致。,0.32
该车辆的仪表总是出现ESP故障灯亮，检查发现是因为ESP模块报出故障码（C019604横摆角速度系统错误），电脑消除不了故障码，需更换ESP ，故障解决,0.76
打方向异响，倒换转向中间轴异响未解除，检查为转向管柱异响，更换转向管柱总成后正常。,0.71
坡度仪内液面降低，检查为坡度仪密封不良漏液，更换坡度仪,0.68
该车右前门锁不住，我站维修技师检查为线束故障，更换前门线束-右后试车，故障排除。,0.73
该车辆行驶到120迈踩刹车时方向盘抖动。检查为制动盘由于材质不佳异常磨损导致制动盘不平所致，需更换前轮制动盘,0.72
此车水平仪漏水导致无法工作，更换水平仪总成。,0.69
车辆右后门玻璃不能升降，经检查是右后线束有断裂，更换后故障消除,0.68
后轮毂轴承总成 - 左密封不良漏油，更换后轮毂轴承总成 - 左,0.72
车辆左后门无法正常锁止，开启。经技师检查发现为车辆左后门锁体内部电机故障。需更换左后门锁体总成。,0.73
车辆行驶中踩刹车、倒车时底盘异响，加装扭力杆胶套后故障排除。,0.68
此车辆打方向有咯噔咯噔异响声，用听诊器听诊后判断为此声音有动力转向中间轴部位发出，判断为动力转向中间轴总成内部机械故障所致，更换动力转向中间轴总成故障排除。,0.67
车辆两前门玻璃无法升降，检查为两前门玻璃升降器故障导致，更换后故障排除,0.81
此车辆右前座椅有咯噔咯噔异响声，检查为右前座椅固定螺栓并无松动现象，判断为右前座椅靠背内部机械故障所致，更换右前座椅故障排除。,0.87
车子进店反映顶棚漏水，经维修技师检测发现前风挡框密封条密封不严导致漏油，更换风窗上密封条,0.86
点烟器无法工作，因点烟器基座本身不良，更换点烟器基座故障排除,0.88
车辆行驶中仪表提示EPB故障，读取故障码为U100308 EPB-1 错误或EPB值无效，更换燃油箱及后轮速传感器线束总成,0.52
客户到店反应车辆过坑咯唧唧异响，技师检查判断为前稳定杆固定衬套异常磨损导致异响产生，申请更换前横向稳定杆衬套。,0.69
该车经常故障灯常亮现象，检查是因燃油泵及后轮线束接触不良导致。,0.62
该车反映车辆左前门线束有断裂情况，经过检查判断左前门线束材质问题导致其断裂。,0.81
行驶中挂四驱底盘嗡嗡响，经试车故障存在，升起来车检查故障是从前桥内部传出，故怀疑是前桥内部齿轮有间隙导致，故更换前桥总成,0.56
该车的制动总泵出现明显的刹车太软现象，需更换制动总泵，故障现象已经解决,0.48
客户来店保修车辆空调出风口不出冷风 经过维修检查 氟利昂和管道都不存在问题 判断为继电器损坏 需要更换,0.74
客户进站检测发动机渗油，经维修技师检测，属于曲轴前油封故障，需更换。,0.25
顾客反应右前门升降玻璃无法完全下去。打开门皮检查线路正常电压正常。更换电动升降器后故障排除。,0.82
车辆到店检查车辆仪表台开关组出现开裂现象，经技师检查为仪表台开关组本身材质问题，更换排除。,0.71
机舱装饰盖上部出现翘边问题，经检查属于塑料材质烘烤后变形导致。,0.78
客户反映使用车辆左右打方向时有嗒嗒嗒异响，经检查为动力转向中间轴总成故障导致异响。,0.63
该车反映车辆卡在三档无法退档，经过检查发现三档齿轮故障导致，报备军车维修后变速器厂直发一个变速器，现申请更换工时费与变速器油。,0.54
车辆右前大灯不亮，检查保险丝、灯泡无故障，检查因右前大灯电路短路原因造成，更换右前组合灯,0.73
车辆右前右后轮胎压无法监测 监测为右前右后胎压监测传感器故障导致 需更换,0.74
客户进店检查发动机漏油。进过检查，油泵与助力管螺丝有渗漏现象，检查接头螺丝未见松动，紧固螺丝后渗油现象依旧，油管未见变形。判断为助力泵出油扣渗漏，更换助力泵油壶后故障消失,0.55
用户反映该车左前轮漏油，经检查为左前半轴油封漏油，更换材料后故障排除,0.68
转动方向盘时车内有响声，尤其在颠簸路面响声更大，更换动力转向中间轴总成。,0.63
暖风芯体密封不良，导致暖风芯体漏液，需更换,0.75
客户反应右前轮毂盖晃动，维修技师检查为本身松动导致，更换后故障排除。,0.71
该车怠速时噪音大，维修技师接车路试后诊断为皮带惰轮和涨紧轮故障，更换后故障排除,0.72
车辆加速有时无力，经检测PCV管断开，更换PCV管,0.71
此车下摆臂球头磨损异常，经维修技师检查判断是下摆臂球头胶套材质不良导致故障，需更换。,0.73
车辆常规检查发现动力转向回油管总成漏油 需更换动力转向回油管总成,0.69
动力转向器内部故障，导致方向盘打方向无助力，需更换转向器,0.69
车辆到店检查加速时车辆后桥异响，经技师检查判断为后桥内部主减速器齿轮和轴承异响，判断为后桥主减速器故障。,0.63
客述车辆左后门从内打不开。实车测试后判定为车辆右后门锁体损坏导致无法从内部打开车门。更换后测试故障排除,0.82
客户致电我店告知车辆有异响底盘有大量油渍，我店派出拖车将该车拖回店内检查，发现主减速器带半轴套管总成内部机械损坏与外部连接处摩擦导致桥油泄漏，更换主减速器带半轴套管总成,0.46
该车辆的后传动轴出现明显的震动现象，需更换后传动轴，故障现象已经解决,0.63
左后门线束磨损断裂，更换左后门线束，故障排除,0.75
动力转向中间轴质量不良，导致车辆打方向异响，需更换,0.62
此车前门玻璃无法升降，经维修技师检查，判断是前门线束故障导致，需更换,0.81
顾客反应方向重，经检查发现动力转向油有大量的铁屑，动力转向泵严重磨损导致，更换动力转向泵，问题解决,0.55
客户反映仪表显示左后门未关，中控锁锁不上，经检查左后门线束断路，更换左后门线束,0.76
车主反映扭杆胶套断裂，经查、减震垫断裂属于质量原因，需更换,0.72
客户反映车辆仪表全部故障灯一直闪烁，经维修技师检查OBD接头无电源，,0.75
车辆进店检查反应车辆开空调有异响，经过维修技师诊断确实存在此故障，检查为暖风机工作不良导致，更换鼓风机后故障消失,0.76
客户反映车辆行驶中亮发动机故障灯，经检查为氧传感器内部故障工作不良，更换后正常,0.53
客户进店反应车辆过坑异响，店内实车检查发现检查为扭力臂故障，属于配件本身故障所致，已加装减震块，特此申请，请老师批准。,0.68
客户反映杂物箱灯一直亮，检查：线路，插头，传感器等均未发现异常，需更换杂物箱。,0.82
客户反映杂物箱灯亮一直亮。检查：感应器，线路，插头等均未发现异常，需更换手套箱总成。,0.82
车辆发电机支架螺栓丢失发电机松动皮带松动导致发电机不发电安装新的发电机支架后试车故障排除,0.26
客户致电车辆无法启动，行驶中还突然熄火，加满油车辆突然熄火是因油箱内电磁阀故障导致偶尔供不上油，使车辆突然熄火需要更换油箱总成。,0.35
故障；左前轮速器，左前，开路，故障，经检查因质量原因导致，需更换,0.75
客述车辆停车时有较大的咯吱声。实车测试判断为减振垫故障导致停车异响。更换后测试故障排除，,0.78
客户反映左前雾灯里有大量水气，维修人员开灯半个小时测试故障依旧，做密封性测试，灯罩与雾灯密封不良导致，更换后故障消失,0.81
客户来店反应有异响，经维修技师检查需更换水泵，更换后故障消除，望老师批准!,0.72
压缩机内部故障，导致车辆开空调异响，需更换,0.7
车辆正常行驶时后端异响严重，检查为后传动轴故障，更换后传动轴排除故障。,0.68
车辆左右打方向有异响，判定为十字节异响，需更换 ,0.79
客户反映右后车门已关闭仪表显示右后门未关，经检查右后门线束断路，更换后门线束-右,0.73
客户来店反映车子行驶中底盘有异响，维修人员将车辆举升，听源发现主减速器总成处存在异响，需更换主减速器,0.68
客户反映左后尾灯起雾进水，维修人员检查发现故障确实存在，进水厉害，将大灯打开半小时后，雾像依旧未消除，判断为左组合尾灯密封不良导致，建议更换左后尾灯,0.79
车辆ABS故障灯常亮。经技师检测发现为车辆左后轮速传感器内部故障。需跟换左后轮速传感器，,0.65
本车辆客户反应底盘有漏油现象，经维修师傅检查发现是由于半轴油封密封不良导致，属于配件质量问题，无法修复，建议更换半轴油封，故障解除。,0.63
车辆后座椅锁钩松动，座椅锁止不良，更换后座椅,0.85
车辆行驶不稳，经检查碳罐内进油被侵蚀，更换蒸发碳罐后故障排除。,0.39
客户到店反应，车辆仪表亮发动机故障灯。经我店检查发现是由变速器控制单元，故障导致，需更换变速器控制单元。客户才两千多公里的新车，抱怨特别大！,0.72
左前门玻璃无法升降且伴有异响，为升降器钢丝脱槽卡滞导致，申请更换。,0.83
客户反映：车辆使用导航时，显示器有黑屏现象。经检查由于前显示器内部故障所造成，更换前显示器总成，故障排除。,0.79
厂家针对新疆地区BJ80军车，刹车偏软，刹车时间较长的问题，现进行制动系统技术升级,0.69
客户反应80码踩刹车抖动异常，检查试车发现为两前轮制动盘故障，更换新的制动盘后故障无，建议更换两前轮制动盘,0.68
客户反映主驾驶座椅腰部支撑无法调节，维修技师对照同款配置车检查确实如此，测量开关至调节模块搭铁正常，需拆开座椅背部进一步测量内部电路，客户新购车辆不同意拆检，现申请更换驾驶员座椅总成,0.82
车辆油表不准（实际油量半箱油，仪表显示1格油），更换油泵后故障排除。,0.57
车辆停车伴有较大的类似金属碰撞声。实车检查判断为扭力梁垫子异常损坏导致，更换后测试故障排除。,0.73
客户反应车辆方向回位不良，行驶中突然熄火，方向机间隙过大导致异响方向不回位，组合皮带轮断裂出现起动车辆时异响，需要更换油箱总成，转向器,0.46
此车主驾驶座椅加热开关不回位，经维修技师检查，判断是座椅加热开关内部故障导致，需更换,0.82
车子进店反映半轴油封漏油，经维修技师检测发现左前半轴油封漏油。更换左前半轴油封,0.67
客户来店反应车子倒挡锁功能失效，经车间师傅检查发现换挡杆内部倒挡锁止机构断裂，判断为需要更换换挡杆总成。,0.67
车辆的坡度仪漏液，更换坡度仪之后故障排除。,0.66
经检查该车由于右前下控制臂球头缺油异常磨损松旷导致异响，更换右前轮下控制臂故障消除。,0.72
客户反应车辆左前门玻璃无法升降，检查更换前门电动玻璃升降器总成-左,0.79
行驶颠簸路面时动力转向中间轴发出“咯噔咯噔”异响，更换动力转向中间轴总成后故障消除,0.68
该车辆左前门框上，中，下密封条卡不住，经常脱落，判断为左前门框上，中，下密封条由于材质不佳异常磨损所致，更换左前门框上，中，下密封条后故障排除。,0.81
车辆正常使用时，起皮，翘起，检查为右昼间行车灯故障，更换右昼间行车灯排除故障。,0.77
该车主驾门玻璃升降异常，经检查左前门电动玻璃升降器乱绳散架所致，需更换,0.81
该车着车时异响，我站维修技师检测为皮带张紧器故障，更换张紧器后试车，故障排除。,0.75
车辆右前门限位拉线安装固定扣有断裂的现象，分析为右前门限位拉线安装固定扣材质不良引起断裂。,0.8
车辆行驶中车顶异响，检查为前顶盖异响，更换前顶盖总成-左,0.71
此车进厂时车主反应油箱门锁锁不上，经师傅检查发现是因为电动加油口盖驱动器总成功能失效，导致锁车杆不能正常弹出和收回，所以加油口盖锁不上，更换新件后故障消除。,0.82
客户反映遥控器锁车，左后门还是可以打开，检查线路无故障，判断为左后门模块故障，替换试验发现故障排除。,0.83
客户到店反应车辆打着火发动机有异响，技师检查判断为发电机异响，申请更换发电机。,0.38
已排除腰垫和调节开关故障，判断为靠背骨架故障，骨架无独立配件,0.87
左前门密封条装配不良 起翘 不平整，更换 左前门密封条后故障排除,0.83
该车辆小灯开启后旗杆灯不亮，判断为旗杆内部电路故障所致，更换旗杆后故障排除。,0.76
厂家针对新疆地区BJ80军车，刹车偏软，刹车时间较长的问题，现进行制动系统技术升级。,0.72
右后视镜转向灯不亮，经检测转向灯内部接触不良，更换右后视镜,0.81
该车左右后防空灯生锈，无外伤，需更换左右后防空灯,0.81
客户反映车辆行驶中无四驱，验证故障属实，判断是分动器内部故障导致，拆解分动器检查发现是前输出轴断裂和油管断裂导致，需更换以下零部件后故障排除。,0.65
左右后轮吃胎，右后轮轻微吃胎，左后轮轻微吃胎。后轮前束不在标准范围，经技师用四轮定位仪检测数据不在正常范围内，需要更换后桥焊接壳总成。,0.76
